,video_ID,has_title,has_description,has_tags,readability,sentence_count,word_count,word_unique,transition_words,summary_words,active_verb,video_duration,transcript_sentence_count,transcription_confidence_avg,transcript_wordcount,transcript_unique_wordcount,transcription_active_wordcount,transcription_summary_wordcount,transcription_transition_wordcount,unique_obj_count,scene_count,MED_pred,UND_pred
880,qfY6X-nA6uE,1,1,1,16.9127722,7,185,123,3,0,21,302,20.0,0.950552855,485.0,201.0,76.0,0.0,34.0,8.0,13.0,1,1
881,D7dJt0pVmHM,1,1,0,47.67842697,1,89,61,3,0,7,284,40.0,0.9157408831152817,832.0,267.0,109.0,0.0,44.0,8.0,6.0,1,1
882,jKfKjLNzkko,1,1,1,13.53022152,16,316,199,6,0,29,267,27.0,0.955713371,380.0,187.0,60.0,0.0,20.0,46.0,22.0,1,1
883,WFRuW80TRg8,1,1,0,2.62,1,1,1,0,0,0,66,4.0,0.882791638,64.0,50.0,13.0,0.0,2.0,10.0,7.0,0,1
884,ceHKkg5Mm88,1,1,1,16.97363636,1,22,19,1,0,2,257,38.0,0.9157408831152817,583.0,261.0,78.0,0.0,30.0,7.0,14.0,1,1
885,kJuRgh3yS6E,1,1,1,23.713125,1,32,26,0,0,5,206,14.0,0.9157408831152817,313.0,144.0,49.0,0.0,24.0,16.0,12.0,0,1
886,O6A6i50C13k,1,1,1,29.77551724,1,29,26,0,0,2,209,19.0,0.9157408831152817,429.0,163.0,62.0,0.0,27.0,10.0,2.0,0,1
887,EXNLA6j2x0M,1,1,1,0.0,0,0,0,0,0,0,289,2.0,0.962186635,25.0,21.0,5.0,0.0,2.0,16.0,3.0,1,1
888,XScxvR3XHhc,1,1,0,13.533,1,20,19,1,0,0,355,50.0,0.951824061,728.0,272.0,112.0,0.0,47.0,10.0,10.0,1,1
889,U0S_0nu1TJM,1,1,0,30.88,1,1,1,0,0,0,324,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,11.0,19.0,1,1
890,Ftm3uxhdP7w,1,1,0,15.41875,1,16,16,1,0,0,336,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,38.0,23.0,1,1
891,JlHXd8BU8Nw,1,1,1,12.115,2,18,16,0,0,1,233,33.0,0.9157408831152817,499.0,229.0,70.0,0.0,21.0,24.0,20.0,1,1
892,tKHXLTJ5ISA,1,1,1,11.55608696,2,23,19,0,0,2,213,33.0,0.9157408831152817,612.0,257.0,106.0,0.0,50.0,14.0,1.0,1,1
893,hbLdXC3wHGE,1,1,1,9.738119266,25,436,258,8,0,50,162,12.0,0.9157408831152817,178.0,106.0,28.0,0.0,8.0,3.0,1.0,1,1
894,VStR7iOeR0E,1,1,1,9.441368683,23,419,257,9,0,71,111,34.0,0.937572781,574.0,209.0,119.0,0.0,54.0,11.0,6.0,1,1
895,x2I9jE7VkOY,1,1,1,20.7472973,3,111,77,5,0,15,95,11.0,0.962307274,307.0,143.0,50.0,0.0,17.0,23.0,3.0,1,0
896,AR2MpzKboCc,1,1,1,10.44,2,27,26,2,0,5,289,6.0,0.90586781,63.0,47.0,5.0,0.0,3.0,5.0,1.0,1,1
897,iNAyZ0VE03s,1,1,1,13.40295181,4,83,74,3,0,7,137,8.0,0.947662473,158.0,96.0,21.0,0.0,13.0,3.0,2.0,1,0
898,b5iUpyfbxZE,1,1,1,15.02942308,2,52,43,2,0,7,358,9.0,0.90292274,58.0,46.0,6.0,0.0,2.0,5.0,3.0,1,1
899,vhlFq7NRa78,1,1,1,21.26068627,6,238,126,15,0,36,124,16.0,0.949047729,421.0,208.0,67.0,0.0,30.0,25.0,6.0,1,1
900,ITcU_94MU0k,1,1,1,17.44817352,3,73,60,3,0,3,222,23.0,0.955314815,347.0,156.0,62.0,0.0,18.0,32.0,20.0,0,1
901,lxSVI-OmpiA,1,1,1,13.66120567,3,47,37,3,0,2,149,17.0,0.771473804,156.0,107.0,24.0,0.0,7.0,15.0,30.0,1,0
902,FHdJUEvoBWc,1,1,1,15.04466667,2,45,42,2,0,4,308,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,13.0,17.0,0,1
903,w2fYQyikrts,1,1,0,12.36889831,4,59,54,3,0,10,95,1.0,0.9157408831152817,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1,1
904,pobWbWcsHsQ,1,1,1,13.36089623,8,159,110,5,0,20,111,15.0,0.945023119,289.0,147.0,35.0,0.0,25.0,16.0,11.0,1,0
905,g_IcjeeRSnw,1,1,1,35.96157464,3,163,125,2,0,12,168,11.0,0.771494495,96.0,65.0,15.0,0.0,5.0,15.0,30.0,1,1
906,3exBHVItHZo,1,1,1,3.17625,1,8,8,0,0,0,193,25.0,0.9157408831152817,179.0,98.0,37.0,0.0,8.0,48.0,79.0,0,1
907,NI79s7lcW-4,1,1,1,15.52866906,10,278,168,7,0,33,227,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,25.890566037735848,17.417924528301885,0,1
908,IT8ORemILrA,1,1,0,19.605,1,2,2,0,0,0,140,43.0,0.9157408831152817,611.0,253.0,108.0,0.0,46.0,35.0,8.0,1,1
909,1ogTxqidSTU,1,1,1,4.779516129,4,31,28,1,0,1,290,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,15.0,1.0,0,1
910,M9LCBJvodR4,1,1,1,46.46847458,1,59,50,2,0,4,334,49.0,0.9157408831152817,377.0,161.0,58.0,0.0,26.0,19.0,3.0,0,1
911,5a2RGCYehVA,1,1,1,10.615,1,6,5,0,0,0,248,33.0,0.9157408831152817,507.0,217.0,80.0,0.0,47.0,22.0,5.0,1,1
912,bAD45qPAE1M,1,1,0,9.33,1,5,5,0,0,0,114,24.0,0.9157408831152817,396.0,143.0,44.0,0.0,20.0,16.0,11.0,0,1
913,qE9qG0pvIMM,1,1,1,6.965714286,1,7,6,0,0,0,211,25.0,0.9157408831152817,424.0,190.0,53.0,0.0,30.0,8.0,1.0,0,1
914,TfLY7i9SHAo,1,1,1,43.05693878,1,49,40,2,0,4,269,2.0,0.9157408831152817,9.0,9.0,4.0,0.0,1.0,29.0,20.0,1,1
915,xwqn3nm5M1o,1,1,1,19.48428571,1,28,20,1,0,6,120,38.0,0.9157408831152817,638.0,265.0,87.0,0.0,39.0,4.0,6.0,1,1
916,62DRz0MGvt4,1,1,1,17.28157895,2,19,16,0,0,2,237,17.0,0.9157408831152817,259.0,114.0,31.0,0.0,11.0,5.0,3.0,0,1
917,AD7hssdXtKk,1,1,1,25.56161765,2,68,62,0,0,4,209,37.0,0.9157408831152817,761.0,331.0,102.0,0.0,42.0,60.0,66.0,0,0
918,vxDvJD2lTpU,1,1,1,19.60603774,6,159,109,5,0,14,62,36.0,0.9157408831152817,536.0,216.0,95.0,0.0,28.0,38.0,6.0,1,0
919,Z4VdCpLDlU8,1,1,0,6.1575,4,48,40,0,0,3,124,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,55.0,33.0,1,0
920,r0V9RMM6mHA,1,1,0,12.772,1,10,10,1,0,2,145,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,20.0,2.0,1,1
921,z4BztMU6cVA,1,0,0,0.0,0,0,0,0,0,0,241,36.0,0.9157408831152817,484.0,208.0,71.0,0.0,32.0,31.0,23.0,1,1
922,o3QNkVPxkoA,1,1,1,9.8435,3,60,49,2,0,2,243,27.0,0.9157408831152817,487.0,201.0,76.0,0.0,31.0,8.0,13.0,1,1
923,ikZ4C_IAi4g,1,1,1,47.45931507,1,73,34,2,0,1,230,51.0,0.9157408831152817,827.0,222.0,179.0,0.0,65.0,2.0,1.0,1,1
924,XCyEXh87Y18,1,1,1,29.40961538,4,156,82,1,0,5,223,17.0,0.9157408831152817,421.0,177.0,61.0,0.0,23.0,10.0,2.0,1,1
925,6HGS4OvzDZ4,1,1,1,44.22896104,1,77,51,2,0,2,109,23.0,0.9157408831152817,382.0,189.0,48.0,0.0,25.0,14.0,7.0,1,1
926,V81V1-rpgBk,1,1,0,16.00426606,4,109,80,4,0,8,141,24.0,0.9157408831152817,406.0,148.0,64.0,0.0,31.0,25.890566037735848,17.417924528301885,1,0
927,G6LyE-hSKCE,1,1,1,41.79070796,2,113,70,2,0,13,235,1.0,0.9157408831152817,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1
928,BRl8Um_w0oE,1,1,1,19.25164384,6,219,148,4,0,20,338,11.0,0.9157408831152817,149.0,109.0,23.0,0.0,9.0,25.0,28.0,1,1
929,CCBEfQjf9NY,1,1,0,14.84324522,28,762,397,12,0,115,183,4.0,0.9157408831152817,28.0,22.0,5.0,0.0,1.0,2.0,1.0,1,1
930,KZAlMTVB0Iw,1,1,0,21.19204918,4,122,87,4,0,9,358,39.0,0.9157408831152817,742.0,285.0,86.0,1.0,52.0,14.0,4.0,1,1
931,DWUfuxjyFvI,1,0,0,0.0,0,0,0,0,0,0,176,9.0,0.9157408831152817,68.0,46.0,13.0,0.0,0.0,6.0,2.0,0,1
932,7okPuz_xBIs,1,1,0,10.66926267,20,434,264,13,0,53,110,14.0,0.9157408831152817,209.0,109.0,19.0,0.0,16.0,4.0,6.0,1,1
933,wUhuhjua3G0,1,1,1,15.60651741,3,67,61,4,0,7,168,38.0,0.9157408831152817,656.0,227.0,95.0,0.0,52.0,23.0,12.0,1,0
934,8yGN1keG_yo,1,1,1,8.447142857,1,14,14,0,0,1,299,12.0,0.9157408831152817,254.0,141.0,42.0,0.0,20.0,8.0,4.0,0,1
935,K2iSs8d91GM,1,1,1,15.71790698,2,43,37,2,0,3,83,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,27.0,11.0,0,1
936,VlM8xe3dG54,1,1,1,19.66027397,4,146,101,5,0,17,154,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,15.0,1.0,1,0
937,LhffntG2kV0,1,1,1,8.615357143,2,28,26,1,0,4,85,69.0,0.956241022,923.0,298.0,153.0,0.0,54.0,26.0,2.0,0,1
938,cf-EJMCTuw4,1,1,1,4.183913043,2,23,19,1,0,3,72,13.0,0.906675175,187.0,104.0,30.0,0.0,14.0,6.0,1.0,0,1
939,XVw4bv3DcqU,1,1,0,34.53068966,1,58,51,5,0,11,70,93.0,0.96857678,1357.0,415.0,255.0,0.0,92.0,21.0,26.0,1,0
940,uVKeRI8BxV8,1,1,1,9.802173913,10,69,54,1,0,7,184,6.0,0.967603445,88.0,57.0,9.0,0.0,1.0,10.0,3.0,1,1
941,BP99t8DaXVU,1,1,1,18.90545455,2,66,49,4,0,7,187,6.0,0.719685614,33.0,25.0,4.0,0.0,0.0,39.0,78.0,1,1
942,BzsiHxvGUI4,1,1,1,26.33401596,8,376,234,7,0,66,260,12.0,0.968892554,100.0,64.0,20.0,0.0,2.0,98.0,75.0,1,1
943,AVJwcwbL054,1,1,1,13.46588235,5,119,82,8,0,12,274,30.0,0.966216942,506.0,223.0,84.0,0.0,35.0,29.0,22.0,1,1
944,KrtbQ4IDozU,1,1,1,17.61590909,1,22,22,3,0,3,122,26.0,0.959860539,469.0,229.0,49.0,0.0,18.0,22.0,2.0,1,1
945,IADGa54WKGU,1,1,0,106.7162857,2,420,211,2,0,45,193,40.0,0.9157408831152817,308.0,160.0,40.0,0.0,7.0,10.0,9.0,1,1
946,kjMq07ldpMo,1,1,0,39.34914894,1,47,41,0,0,0,196,53.0,0.9157408831152817,815.0,315.0,138.0,0.0,45.0,38.0,20.0,0,0
947,741zzJKojhY,1,1,0,9.76,1,9,9,1,0,1,264,46.0,0.9157408831152817,917.0,297.0,135.0,1.0,78.0,13.0,1.0,1,1
948,DECKE-ZJbSE,1,1,0,20.98875,1,24,23,2,0,1,270,9.0,0.9157408831152817,290.0,150.0,44.0,0.0,25.0,7.0,3.0,1,1
949,kY9clp_6Fg0,1,1,1,45.3815493,1,71,45,2,0,2,219,44.0,0.9157408831152817,414.0,141.0,84.0,0.0,9.0,53.0,42.0,0,0
950,byp1gWzXmDw,1,1,0,24.544375,1,16,16,0,0,1,123,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,10.0,8.0,1,1
951,HkiGAos_TBs,1,1,0,146.0730357,1,280,220,2,0,6,277,40.0,0.9157408831152817,629.0,256.0,81.0,0.0,34.0,9.0,1.0,1,1
952,Iy20E7SrqUc,1,1,0,27.045,1,42,28,1,0,0,170,43.0,0.9157408831152817,615.0,222.0,105.0,0.0,46.0,14.0,4.0,0,0
953,YCeVI-npnMY,1,1,0,24.96,1,8,8,0,0,0,81,30.0,0.9157408831152817,548.0,212.0,87.0,0.0,31.0,10.0,1.0,1,1
954,0Do3gn6631Q,1,1,1,14.3625,1,8,8,0,0,0,319,20.0,0.9157408831152817,273.0,153.0,38.0,0.0,14.0,12.0,1.0,1,1
955,TV9kT-ZTZko,1,0,0,0.0,0,0,0,0,0,0,209,17.0,0.9157408831152817,247.0,119.0,44.0,0.0,21.0,3.0,3.0,0,1
956,dEHdD39EH4k,1,1,1,12.98892857,2,28,27,1,0,5,253,40.0,0.9157408831152817,623.0,281.0,102.0,1.0,51.0,59.0,26.0,0,0
957,cOuJgwSL1mo,1,1,1,18.24413793,2,58,44,2,0,4,77,23.0,0.9157408831152817,338.0,167.0,53.0,0.0,20.0,10.0,5.0,0,1
958,uobFhdaPPks,1,1,1,13.36451613,2,31,30,0,0,4,253,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,2.0,1.0,0,1
959,2TlmmzVSe9o,1,1,1,22.17862944,5,197,128,7,0,29,163,4.0,0.966134563,83.0,60.0,12.0,0.0,9.0,10.0,7.0,1,1
960,yO8jYyMSr28,1,1,1,26.87764706,1,34,30,1,0,3,210,14.0,0.9157408831152817,225.0,138.0,24.0,0.0,10.0,37.0,7.0,1,0
961,fv7hUTdQsoo,1,1,1,4.335,2,12,12,0,0,1,115,19.0,0.9157408831152817,288.0,150.0,45.0,0.0,23.0,37.0,7.0,1,0
962,KINeFbp0LSI,1,1,1,11.61636364,3,33,32,2,0,5,303,5.0,0.951853991,37.0,29.0,7.0,0.0,1.0,5.0,9.0,1,1
963,knXSucCKnmM,1,1,1,8.33,1,3,3,0,0,0,109,41.0,0.9157408831152817,790.0,282.0,107.0,0.0,42.0,26.0,13.0,1,1
964,t8maFBs4w3k,1,1,0,16.12875,1,8,8,0,0,1,343,41.0,0.9157408831152817,602.0,280.0,57.0,0.0,26.0,21.0,6.0,1,1
965,45v0A3zIvTs,1,1,1,10.97035714,2,28,23,1,0,3,81,20.0,0.9157408831152817,325.0,145.0,54.0,0.0,21.0,10.0,6.0,0,1
966,is9Q5ZmuhqY,1,1,1,11.58012397,32,484,244,7,0,63,271,20.0,0.9157408831152817,315.0,160.0,35.0,0.0,16.0,19.0,8.0,1,1
967,E23K2gZYlIQ,1,1,1,21.96140351,6,171,126,5,0,17,320,52.0,0.9157408831152817,1143.0,375.0,184.0,0.0,84.0,26.0,43.0,1,1
968,X8Huth0F3SE,1,1,1,7.53125,2,24,22,1,0,0,262,50.0,0.9157408831152817,724.0,256.0,159.0,2.0,52.0,49.0,36.0,1,1
969,aSjsLZh-zgY,1,1,1,3.045294118,2,17,15,0,0,0,126,38.0,0.9157408831152817,618.0,207.0,114.0,0.0,35.0,28.0,17.0,1,1
970,GCZHEDiPlVY,1,1,0,23.51971429,2,35,28,2,0,4,194,13.0,0.9157408831152817,171.0,90.0,24.0,0.0,8.0,12.0,3.0,1,1
971,rrq0ZBW2_Ag,1,1,1,3.55,7,42,40,1,0,2,306,52.0,0.9157408831152817,821.0,309.0,139.0,2.0,56.0,46.0,48.0,0,1
972,lhJUYv8SKFs,1,1,1,32.10538462,1,52,44,1,0,5,246,35.0,0.9157408831152817,501.0,221.0,61.0,1.0,21.0,10.0,2.0,1,1
973,DcYxLHBjxaE,1,1,0,15.76,1,21,19,2,0,3,129,25.0,0.942228016,281.0,127.0,39.0,0.0,12.0,22.0,15.0,0,1
974,Kw2XP44oEQM,1,1,1,36.09050847,2,118,74,2,0,10,263,1.0,0.961639238,6.0,6.0,1.0,0.0,0.0,23.0,12.0,1,1
975,3RmIqdiy2Z0,1,1,1,16.86748858,3,73,64,3,0,11,342,28.0,0.9157408831152817,628.0,242.0,84.0,0.0,21.0,27.0,35.0,1,1
976,FUcolnh40HA,1,1,1,13.74627907,6,129,92,3,0,17,192,5.0,0.902169037,82.0,54.0,15.0,0.0,4.0,31.0,27.0,1,1
977,hksG3vPGLyk,1,1,1,35.16336283,2,113,82,3,0,16,176,9.0,0.917956385,120.0,68.0,22.0,0.0,7.0,27.0,2.0,1,1
978,7QokaQsofzs,1,1,1,14.57282443,5,131,97,4,1,13,91,27.0,0.895967293,329.0,186.0,38.0,0.0,19.0,39.0,33.0,1,0
979,KgGm-QgX1_4,1,0,1,0.0,0,0,0,0,0,0,110,3.0,0.944109693,31.0,29.0,4.0,0.0,0.0,21.0,8.0,0,1
980,YCflqB0nJ48,1,1,1,8.262985507,6,115,78,6,0,27,60,18.0,0.811822508,139.0,93.0,16.0,0.0,6.0,21.0,22.0,1,0
981,4VgOavmhVsQ,1,1,1,7.55,3,42,37,2,0,6,62,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,11.0,2.0,0,1
982,1FecOjMsgMw,1,1,1,12.55941176,1,17,17,1,0,2,311,5.0,0.747666293,30.0,20.0,6.0,0.0,1.0,36.0,36.0,1,1
983,mVUuREjXKXw,1,0,0,0.0,0,0,0,0,0,0,108,25.0,0.9157408831152817,356.0,192.0,47.0,0.0,19.0,28.0,15.0,0,1
984,Q_70nwRIkHU,1,1,1,7.98,1,18,14,0,0,0,154,21.0,0.9157408831152817,274.0,130.0,59.0,0.0,13.0,54.0,56.0,0,1
985,_RaaAzOx5vA,1,1,0,13.12,1,22,21,2,0,0,153,34.0,0.859217324,325.0,135.0,52.0,0.0,12.0,2.0,12.0,0,1
986,UMgmDB59rNs,1,1,0,30.08178571,1,28,27,2,0,3,301,51.0,0.9157408831152817,849.0,285.0,144.0,0.0,42.0,18.0,28.0,0,0
987,9FbdOxfyll0,1,1,0,6.567681159,6,46,31,1,0,1,127,2.0,0.681530396,14.0,13.0,1.0,0.0,0.0,13.0,11.0,1,1
988,TbhMjm-qhWE,1,1,1,17.61590909,1,22,18,2,0,1,156,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,42.0,15.0,1,1
989,X_qSzk-68_A,1,1,1,15.64354839,2,31,26,0,0,2,199,7.0,0.9157408831152817,133.0,81.0,26.0,0.0,12.0,21.0,10.0,0,1
990,NolRQFcKuxk,1,1,0,19.97388889,4,27,21,1,0,0,211,25.0,0.9157408831152817,546.0,181.0,94.0,0.0,44.0,17.0,4.0,1,0
991,yEbAC4hIKCg,1,1,1,56.50090909,2,165,81,2,0,2,183,5.0,0.714028557,26.0,24.0,6.0,0.0,1.0,2.0,1.0,1,1
992,2ixxO7ErK-E,1,1,1,24.91290323,1,31,28,0,0,5,198,15.0,0.9157408831152817,170.0,113.0,22.0,0.0,3.0,10.0,33.0,0,1
993,7DaDVmNKSUE,1,0,0,0.0,0,0,0,0,0,0,249,43.0,0.906676534,306.0,113.0,38.0,0.0,15.0,7.0,17.0,0,1
994,9f5n4DhiIUo,1,1,1,68.76654545,1,110,67,2,0,2,231,55.0,0.873398146,607.0,221.0,147.0,0.0,16.0,3.0,1.0,1,1
995,crobws1Rx38,1,1,0,12.22,2,9,9,1,0,1,155,2.0,0.820207636,48.0,38.0,2.0,0.0,0.0,11.0,6.0,1,1
996,sPCrzROlrqE,1,1,1,30.84125984,12,762,365,4,0,48,250,32.0,0.954083045,368.0,163.0,78.0,0.0,21.0,33.0,3.0,1,1
997,tLA3qRBLj3c,1,1,1,15.61535714,1,28,24,0,0,1,205,19.0,0.9157408831152817,323.0,162.0,59.0,0.0,16.0,57.0,65.0,0,1
998,RWucpVEBJFA,1,1,0,10.24125,1,8,8,2,0,0,239,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,33.0,38.0,1,1
999,eF4vqpoTD0M,1,1,1,10.55230769,3,39,35,3,0,6,146,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,38.0,25.0,1,0
1000,GLHmlZeVT6w,1,1,1,18.44246154,2,65,51,1,0,4,322,38.0,0.787465921,371.0,169.0,67.0,0.0,6.0,2.0,1.0,0,0
1001,CuipeYchxKE,1,1,1,13.29285714,5,105,70,4,0,17,70,24.0,0.9157408831152817,284.0,163.0,40.0,0.0,22.0,51.0,40.0,1,0
1002,XA-uXlaUk-Y,1,1,1,22.30792208,12,462,283,10,0,58,275,8.0,0.9157408831152817,71.0,59.0,6.0,0.0,6.0,6.0,4.0,0,1
1003,ryTyKJFnOv4,1,1,1,17.73383721,8,258,157,7,0,36,209,15.0,0.9157408831152817,301.0,150.0,42.0,0.0,21.0,4.0,5.0,0,1
1004,IJuP9F-U3Kc,1,1,1,19.90454545,1,33,31,1,0,3,229,16.0,0.9157408831152817,173.0,97.0,26.0,0.0,7.0,5.0,4.0,0,1
1005,Fb08d7jlhss,1,1,1,21.05754717,2,53,46,3,0,6,75,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,13.0,20.0,1,1
1006,g3XPxYF3Iis,1,1,1,23.09249783,18,641,336,6,0,65,235,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,6.0,1.0,1,1
1007,lYVSlpqxmBE,1,1,1,47.61930595,4,353,260,4,0,26,247,35.0,0.9157408831152817,468.0,225.0,75.0,0.0,21.0,62.0,41.0,1,1
1008,0QvfSH19kFM,1,1,1,14.71333333,3,63,49,2,0,6,200,3.0,0.962513268,84.0,60.0,16.0,0.0,4.0,44.0,6.0,1,1
1009,U5VVSCVJt_w,1,1,1,17.4144831,11,277,153,4,0,23,356,3.0,0.9157408831152817,11.0,10.0,1.0,0.0,0.0,23.0,18.0,1,1
1010,PHLL3T78n9A,1,1,1,14.22518628,13,287,163,5,0,34,121,23.0,0.9157408831152817,368.0,171.0,53.0,0.0,28.0,10.0,4.0,1,1
1011,iNgqpAiVb50,1,1,1,104.6127411,1,197,126,4,0,17,150,30.0,0.9157408831152817,567.0,259.0,66.0,0.0,39.0,14.0,2.0,1,1
1012,OFl_bKVYsPo,1,1,1,13.27263158,3,57,52,5,0,5,301,35.0,0.9157408831152817,535.0,221.0,110.0,2.0,38.0,53.0,52.0,0,1
1013,mD_qpFJVKcw,1,1,1,16.73844749,9,219,145,4,0,24,263,24.0,0.9157408831152817,377.0,190.0,40.0,0.0,24.0,13.0,36.0,1,1
1014,QxvqNJTJ9aA,1,1,1,26.51543689,5,206,139,2,0,17,216,50.0,0.9157408831152817,777.0,267.0,133.0,0.0,55.0,12.0,6.0,1,1
1015,XuQ92dchS7E,1,1,1,30.58697342,6,326,167,5,0,48,165,69.0,0.9157408831152817,1129.0,371.0,175.0,0.0,43.0,34.0,8.0,1,1
1016,wY8iGyf9Au4,1,1,1,14.88430108,3,62,47,2,0,6,211,66.0,0.9157408831152817,1152.0,334.0,164.0,0.0,71.0,7.0,3.0,1,1
1017,zhg1dcobM0U,1,1,0,20.01311594,3,92,68,3,0,8,265,15.0,0.9157408831152817,344.0,165.0,49.0,0.0,17.0,14.0,20.0,0,1
1018,SgFsfEds7DY,1,1,1,29.321,4,195,133,5,0,18,169,34.0,0.9157408831152817,610.0,252.0,76.0,0.0,28.0,14.0,2.0,1,1
1019,KLoaYPXlWHM,1,1,1,15.091,2,50,40,2,0,5,259,12.0,0.9157408831152817,154.0,83.0,18.0,0.0,9.0,17.0,1.0,1,1
1020,Bu-V-VS3PRE,1,1,1,29.17607692,4,195,133,4,0,18,300,17.0,0.9157408831152817,272.0,152.0,46.0,0.0,11.0,54.0,36.0,1,1
1021,QHE4WxGIHug,1,1,1,15.22379487,9,195,131,4,0,19,159,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,1.0,1.0,1,1
1022,nHte2xl60ec,1,1,1,25.34517442,4,172,116,4,0,17,183,60.0,0.9157408831152817,850.0,302.0,163.0,0.0,64.0,44.0,45.0,1,0
1023,uX642OcjJ8E,1,1,0,20.05096774,3,93,72,3,0,10,214,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,35.0,3.0,0,1
1024,AI-edvZx2GU,1,1,1,3.642,1,20,18,0,0,4,121,47.0,0.9157408831152817,815.0,277.0,114.0,0.0,46.0,15.0,16.0,1,1
1025,M278Lo83cVY,1,1,1,17.40181818,1,22,21,2,0,2,250,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,29.0,9.0,1,1
1026,5V0oRu0wvmw,1,1,1,9.382806324,23,275,167,5,0,31,183,45.0,0.9157408831152817,780.0,329.0,91.0,0.0,46.0,46.0,12.0,1,1
1027,9iW7UrH4YyQ,1,1,1,15.2794335,7,174,93,5,0,18,95,55.0,0.9157408831152817,831.0,270.0,151.0,0.0,61.0,10.0,6.0,1,0
1028,IXD07Xp45cc,1,1,1,5.923928571,2,28,24,2,0,7,87,14.0,0.9157408831152817,101.0,77.0,13.0,0.0,4.0,13.0,4.0,1,1
1029,ZBVtGlFq-MU,1,1,1,23.08410596,5,151,112,2,0,12,188,61.0,0.9157408831152817,1045.0,389.0,176.0,0.0,59.0,18.0,27.0,0,1
1030,0zot0BS1-x4,1,1,1,15.71196517,6,134,91,4,0,18,130,4.0,0.9157408831152817,16.0,14.0,2.0,0.0,1.0,1.0,1.0,1,1
1031,IZObgO741Jc,1,1,1,17.74673077,4,104,78,3,0,9,211,38.0,0.9157408831152817,579.0,220.0,98.0,1.0,28.0,15.0,23.0,1,1
1032,sMH7o2DJDxI,1,1,1,20.5665493,4,142,96,4,0,13,134,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,28.0,2.0,1,0
1033,l-B2pCcNibc,1,1,1,39.64639344,1,61,53,2,0,5,137,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,22.0,5.0,1,1
1034,fHui_Q6ld10,1,1,1,8.738992248,3,43,38,4,0,7,331,32.0,0.9157408831152817,237.0,126.0,27.0,0.0,6.0,10.0,7.0,1,1
1035,IVH_6ciQfZk,1,1,1,19.29648144,13,371,220,6,0,47,191,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,36.0,7.0,1,1
1036,8W8rlLrT2IE,1,1,1,16.38456522,2,46,40,3,0,3,114,37.0,0.9157408831152817,728.0,267.0,113.0,0.0,41.0,7.0,3.0,1,1
1037,tXKGasTUxNI,1,1,1,24.1529979,9,371,197,5,0,48,202,48.0,0.9157408831152817,986.0,361.0,149.0,0.0,51.0,38.0,7.0,1,1
