,video_ID,has_title,has_description,has_tags,readability,sentence_count,word_count,word_unique,transition_words,summary_words,active_verb,video_duration,transcript_sentence_count,transcription_confidence_avg,transcript_wordcount,transcript_unique_wordcount,transcription_active_wordcount,transcription_summary_wordcount,transcription_transition_wordcount,unique_obj_count,scene_count,MED_pred,UND_pred
1038,B-Po2Oxop88,1,1,0,0.0,0,0,0,0,0,0,70,22.0,0.9157408831152817,187.0,92.0,30.0,0.0,7.0,23.0,8.0,0,1
1039,_PK9ZT-I2v0,1,1,0,14.69,3,66,49,1,0,7,168,11.0,0.965177178,153.0,92.0,29.0,0.0,10.0,28.0,9.0,1,0
1040,Y7m4J09lEKA,1,1,1,13.062,2,40,34,2,0,5,178,13.0,0.9157408831152817,113.0,75.0,17.0,0.0,2.0,18.0,18.0,1,1
1041,sQ-0RkPu35o,1,1,1,12.14785714,1,14,14,0,0,1,113,68.0,0.9157408831152817,842.0,299.0,134.0,0.0,42.0,55.0,13.0,0,0
1042,RJ0QBsHHrvo,1,1,1,26.67223404,2,94,77,3,0,16,120,51.0,0.9157408831152817,1014.0,354.0,152.0,0.0,46.0,88.0,87.0,0,1
1043,Tv7-2r8Ki1U,1,1,1,16.66733333,5,90,75,2,0,12,241,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,28.0,49.0,0,1
1044,X17Q_RPUlYo,1,1,1,16.76454545,1,33,31,2,0,1,65,31.0,0.9157408831152817,508.0,234.0,71.0,0.0,33.0,7.0,3.0,1,1
1045,uWGTis_zlgk,1,1,1,13.42176189,13,241,155,8,0,33,287,13.0,0.9157408831152817,132.0,87.0,13.0,0.0,8.0,14.0,1.0,1,1
1046,QG2Kr3i9gbc,1,1,1,35.44526718,2,131,96,2,0,18,86,64.0,0.9157408831152817,886.0,297.0,154.0,0.0,58.0,26.0,2.0,0,1
1047,WeLPalujddI,1,1,1,13.53444444,5,81,66,7,0,12,122,3.0,0.9157408831152817,13.0,13.0,1.0,0.0,0.0,14.0,8.0,1,1
1048,Jl77C9JQa1I,1,1,1,7.895384615,1,13,13,0,0,2,207,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,26.0,18.0,0,1
1049,x4-mMs7Q6gs,1,1,0,12.22871795,3,65,51,3,0,10,173,56.0,0.9157408831152817,1077.0,362.0,168.0,1.0,71.0,4.0,4.0,1,1
1050,cVzy4kCgv5A,1,1,1,10.64682927,2,41,34,2,0,5,83,20.0,0.9157408831152817,345.0,172.0,47.0,0.0,19.0,23.0,18.0,0,1
1051,0eQwcA_pUTc,1,1,0,12.39571429,1,21,18,1,0,0,251,73.0,0.9157408831152817,792.0,258.0,140.0,0.0,29.0,44.0,8.0,1,1
1052,7cEd2ZrItNg,1,0,0,0.0,0,0,0,0,0,0,255,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,38.0,17.0,0,1
1053,W9OyCPDBPr0,1,1,0,18.65470588,1,17,16,2,0,1,319,32.0,0.9157408831152817,195.0,98.0,32.0,0.0,0.0,9.0,3.0,1,1
1054,F_eeAS02-T4,1,0,1,0.0,0,0,0,0,0,0,166,25.0,0.9157408831152817,214.0,120.0,31.0,0.0,6.0,7.0,14.0,0,1
1055,hRh_8LLYlbo,1,1,1,10.29863636,4,66,50,3,0,5,201,39.0,0.9157408831152817,530.0,207.0,76.0,0.0,27.0,36.0,16.0,1,1
1056,D9KZEjs6wTY,1,1,1,14.73354801,7,122,88,3,0,18,118,50.0,0.9157408831152817,818.0,279.0,101.0,0.0,52.0,6.0,14.0,1,1
1057,KvGhlbYxeOE,1,1,1,17.46763441,6,155,114,7,0,17,61,23.0,0.9157408831152817,365.0,193.0,47.0,0.0,29.0,39.0,15.0,1,1
1058,vC6eZxbVmHo,1,1,1,11.782,1,30,25,1,0,4,153,22.0,0.9157408831152817,298.0,170.0,46.0,0.0,17.0,21.0,8.0,0,1
1059,orqdxsg-Dr4,1,1,1,29.07492327,9,362,202,8,0,40,326,37.0,0.9157408831152817,503.0,194.0,67.0,0.0,22.0,35.0,14.0,0,1
1060,kQHd4P8NhRc,1,1,0,13.358125,1,16,15,1,0,1,268,15.0,0.9157408831152817,139.0,77.0,25.0,0.0,10.0,7.0,2.0,0,1
1061,M3scItIB954,1,1,1,12.46603489,23,501,279,7,0,52,168,42.0,0.9157408831152817,694.0,226.0,134.0,0.0,41.0,60.0,34.0,1,1
1062,rIOrRCiRQnU,1,1,1,20.24309071,7,263,135,4,0,45,164,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,33.0,32.0,1,1
1063,O4FRpaoYlP0,1,1,1,18.94327119,23,695,331,14,0,75,318,44.0,0.9157408831152817,649.0,234.0,100.0,0.0,40.0,13.0,17.0,1,1
1064,v-qDrg6FOok,1,1,1,28.49358262,7,319,198,10,0,34,295,17.0,0.9157408831152817,219.0,115.0,34.0,0.0,11.0,7.0,2.0,0,1
1065,xVfuDXjCC1o,1,1,1,34.75157895,4,228,132,6,0,20,105,27.310344827586206,0.9157408831152817,412.0959051724138,172.7176724137931,63.3739224137931,0.057112068965517244,23.773706896551722,17.0,2.0,1,1
1066,rIWb2vlUNaM,1,1,1,8.673227969,36,580,284,8,0,77,205,56.0,0.9157408831152817,821.0,352.0,119.0,0.0,59.0,1.0,5.0,1,1
1067,th8mj7pZFlw,1,1,1,16.26730769,3,78,56,3,0,9,140,22.0,0.9157408831152817,335.0,158.0,45.0,0.0,19.0,13.0,8.0,0,1
1068,wJykz_Eg1G4,1,1,1,9.632,3,30,28,2,0,3,232,43.0,0.9157408831152817,739.0,294.0,105.0,0.0,41.0,26.0,46.0,1,1
1069,1WrdzNJ4A44,1,1,1,12.86913201,7,158,107,3,0,13,268,45.0,0.9157408831152817,767.0,298.0,97.0,0.0,47.0,28.0,22.0,1,1
